price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0
967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,1951,1999
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0
409900.0,2.0,2.5,1590,1845,2.0,0,0,3,1590,0,1997,0
760000.0,3.0,2.5,1980,13964,1.0,0,0,5,1980,0,1959,0
1640000.0,3.0,3.25,3140,5445,2.0,0,3,4,2240,900,1913,0
430000.0,3.0,3.75,3890,7140,1.0,0,2,3,2390,1500,1943,2007
695000.0,3.0,2.5,2620,51354,2.0,0,0,3,2620,0,1998,2006
330000.0,3.0,2.5,1680,11312,1.0,0,0,3,1080,600,1959,1989
462000.0,4.0,2.5,3070,6432,2.0,0,0,3,3070,0,2006,0
327500.0,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0
505000.0,3.0,2.5,1610,4611,2.0,0,0,3,1610,0,1996,0
760000.0,4.0,2.5,2420,10285,1.0,0,4,3,1700,720,1958,2004
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,1947,0
430000.0,2.0,1.0,990,4802,1.0,0,0,3,990,0,1947,2012
402000.0,3.0,2.5,2700,9994,1.0,0,3,4,1350,1350,1959,0
249000.0,2.0,1.5,1090,2686,2.0,0,0,3,1090,0,1982,0
760000.0,4.0,2.5,3300,165528,2.0,0,0,3,3300,0,1984,0
372500.0,4.0,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0
320000.0,3.0,2.0,1550,34175,1.5,0,0,3,1550,0,1999,0
675000.0,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,1987,0
650000.0,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0
475000.0,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0
710000.0,3.0,2.5,2440,4153,2.0,0,0,3,2440,0,2003,0
970000.0,5.0,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0
840000.0,7.0,4.5,4290,37607,1.5,0,0,5,4290,0,1982,0
574950.0,5.0,3.25,3160,10000,2.0,0,0,4,3160,0,1980,0
500324.0,3.0,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983
597326.0,4.0,4.0,3570,8250,2.0,0,0,3,2860,710,2013,1923
425000.0,2.0,1.0,910,4635,1.0,0,0,4,910,0,1905,0
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945
424500.0,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,1979,2014
243069.230769,3.0,1.0,1130,12519,1.0,0,0,3,1130,0,1958,2004
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001
290000.0,3.0,1.0,1150,8145,1.0,0,0,4,990,160,1932,1958
562100.0,2.0,0.75,1440,3700,1.0,0,0,3,1200,240,1914,1996
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0
306500.0,3.0,2.25,2060,38377,1.0,0,0,4,1560,500,1978,2000
660000.0,3.0,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993
1462497.0,5.0,3.25,3840,4800,3.0,0,3,3,2750,1090,2008,0
466500.0,3.0,1.0,1430,3840,1.0,0,0,3,950,480,1945,2010
244615.0,3.0,2.5,2060,4030,2.0,0,0,3,2060,0,1999,0
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,2005,0
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,0,2004,2003
400000.0,3.0,2.25,1450,4706,2.0,0,0,3,1450,0,2009,0
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,1955,2005
280000.0,3.0,2.25,1970,11088,1.0,0,0,4,1180,790,1967,0
250000.0,3.0,1.75,1590,7560,1.0,0,0,3,1130,460,1984,0
415000.0,3.0,2.5,2280,6031,2.0,0,0,3,2280,0,2011,0
380000.0,4.0,2.5,2150,37647,2.0,0,0,3,2150,0,1991,0
602761.0,4.0,2.5,2770,10274,2.0,0,0,3,2770,0,1989,0
190000.0,5.0,2.0,1750,10284,1.0,0,0,4,1750,0,1943,0
583000.0,3.0,2.5,2600,5100,2.0,0,1,3,2600,0,1998,2006
312900.0,4.0,2.5,1630,4473,2.0,0,0,3,1630,0,2003,0
580135.0,4.0,2.5,3150,5886,2.0,0,0,3,3150,0,2014,0
750000.0,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923,0
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0
655000.0,4.0,2.25,2060,8470,1.0,0,0,3,1440,620,1983,2009
732000.0,3.0,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0
450000.0,2.0,1.75,840,3340,1.0,0,0,3,700,140,1912,1994
260000.0,3.0,2.0,1920,8075,1.0,0,0,4,1510,410,1969,0
985000.0,4.0,2.25,4230,37769,2.0,0,0,3,4230,0,1989,0
675000.0,3.0,2.25,2610,9002,2.0,0,0,3,2610,0,1988,2000
402000.0,2.0,1.0,620,2475,1.0,0,0,5,620,0,1911,1984
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009
435000.0,5.0,2.25,1970,15247,1.0,0,0,3,1450,520,1986,0
571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0
401000.0,3.0,2.0,1240,11172,1.0,0,0,3,1000,240,1984,0
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006
397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0
615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993
455000.0,3.0,1.75,1420,1189,3.0,0,0,3,1420,0,2006,0
591000.0,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,1977,0
505000.0,2.0,1.0,1240,57000,1.0,0,0,3,1240,0,1962,2003
395000.0,4.0,3.0,1980,7931,1.0,0,0,4,1160,820,1983,0
1200000.0,4.0,3.5,4170,9748,2.0,0,0,3,4170,0,2004,2003
885000.0,4.0,2.5,2830,5000,2.0,0,0,3,2830,0,1995,0
507000.0,3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003,0
840000.0,4.0,3.5,3860,18334,2.0,0,0,3,3120,740,1996,0
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0
435000.0,4.0,3.0,4260,18000,2.0,0,2,3,4260,0,2000,0
275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0
400000.0,3.0,2.0,1230,11413,1.0,0,0,3,990,240,1984,0
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0
350000.0,1.0,1.0,700,5100,1.0,0,0,3,700,0,1942,1999
269950.0,4.0,2.5,2540,8400,2.0,0,0,5,2540,0,1977,0
840000.0,4.0,2.5,3420,8405,2.0,0,0,3,3420,0,2000,0
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0
450000.0,4.0,2.0,2240,7725,1.0,0,0,5,1120,1120,1956,0
545000.0,3.0,2.5,2180,15693,1.0,0,0,4,1850,330,1979,0
443000.0,5.0,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0
615000.0,3.0,1.75,1720,4080,1.0,0,0,4,960,760,1924,0
883000.0,4.0,2.5,2960,41656,2.0,0,0,3,2960,0,1985,0
325000.0,3.0,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0
755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008
760000.0,4.0,2.5,2730,36183,2.0,0,0,3,2730,0,1986,0
675000.0,5.0,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0
150000.0,3.0,1.5,1230,8056,1.0,0,0,4,1230,0,1949,1985
1095000.0,4.0,2.75,3330,9143,2.0,0,0,4,3330,0,1995,0
645000.0,3.0,2.5,1740,13750,2.0,0,0,4,1740,0,1975,0
295000.0,3.0,2.0,1380,8682,1.0,0,0,4,1380,0,1966,0
1280000.0,4.0,2.5,3160,4620,1.5,0,4,3,2020,1140,1917,2005
435000.0,3.0,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0
110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994
759000.0,4.0,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0
260000.0,3.0,1.5,1270,20700,1.0,0,0,2,1150,120,1948,0
750000.0,4.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0
300000.0,4.0,2.5,2200,8065,2.0,0,0,3,2200,0,1998,2006
370000.0,4.0,2.5,2710,5880,2.0,0,0,3,2710,0,1998,2006
247875.0,2.0,1.0,1000,4776,1.0,0,0,4,1000,0,1942,1982
371000.0,4.0,2.5,2550,4770,2.0,0,0,3,2550,0,2005,0
635000.0,3.0,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0
520500.0,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001
578000.0,4.0,2.5,3140,9225,1.0,0,2,5,1770,1370,1966,0
347000.0,3.0,1.75,1240,8050,1.0,0,0,4,1240,0,1978,2000
245000.0,3.0,3.0,2470,7410,2.0,0,0,5,1860,610,1977,0
675000.0,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979,2014
430000.0,2.0,1.0,1050,2570,1.0,0,0,5,850,200,1927,0
525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,570,2008,0
299995.0,2.0,1.0,1060,7200,1.0,0,0,4,1060,0,1951,1999
860000.0,5.0,3.25,4500,9648,2.0,0,4,4,3000,1500,1968,0
365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,1963,2008
1350000.0,4.0,3.25,3300,15907,2.0,0,0,5,3300,0,1985,0
455000.0,3.0,2.25,1470,4653,2.0,0,0,4,1470,0,1985,0
296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000
460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,1992
950000.0,3.0,3.25,3050,18892,1.0,1,4,4,1650,1400,1962,0
390000.0,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,1942,0
343000.0,4.0,2.5,2070,4500,2.0,0,0,3,2070,0,2004,2003
580000.0,3.0,2.25,1940,5980,1.0,0,0,3,1520,420,1987,2000
585000.0,4.0,2.75,2890,6825,1.0,0,0,3,1560,1330,1973,2013
480000.0,3.0,2.25,1680,9090,1.0,0,0,4,1130,550,1959,0
1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005
905000.0,4.0,3.5,2970,14486,2.0,0,0,3,2340,630,1997,0
454000.0,3.0,1.0,1970,22144,1.0,0,0,4,1970,0,1970,0
700000.0,4.0,3.0,3150,7778,2.0,0,0,3,3150,0,2000,0
150000.0,3.0,0.75,490,38500,1.5,0,0,4,490,0,1959,0
220083.333333,3.0,1.75,1150,8079,1.0,0,0,4,1150,0,1983,0
452500.0,5.0,3.5,5960,13703,2.0,0,2,3,4770,1190,1984,0
850000.0,3.0,2.25,2870,8170,2.0,0,0,3,2250,620,1995,0
575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974
2475000.0,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0
237333.333333,3.0,2.75,3010,1842,2.0,0,0,3,3010,0,2011,0
474900.0,3.0,2.25,1800,43647,1.0,0,0,4,1800,0,1976,1992
420000.0,5.0,3.0,2630,3149,2.0,0,0,3,1670,960,2013,1923
560000.0,3.0,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013
254000.0,5.0,2.0,2080,16117,1.0,0,0,5,1740,340,1959,0
702500.0,3.0,1.5,2360,6750,2.0,0,0,5,1930,430,1926,0
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0
240000.0,4.0,1.0,1910,16320,1.5,0,0,3,1910,0,1934,1978
402500.0,2.0,1.0,800,2280,1.0,0,0,5,800,0,1946,0
500000.0,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0
1140000.0,3.0,2.5,2780,33503,1.5,0,1,4,2110,670,1969,0
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,1946,1989
780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,1967,0
417000.0,2.0,1.0,920,6600,1.0,0,0,3,920,0,1919,2003
435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0
675000.0,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0
399000.0,4.0,3.0,3060,5000,2.0,0,0,3,3060,0,2001,0
280000.0,2.0,1.0,1880,7560,1.0,0,0,3,940,940,1919,2001
560000.0,3.0,2.5,1960,6058,2.0,0,0,3,1960,0,2002,0
715000.0,3.0,2.5,2550,13458,2.0,0,0,3,2550,0,1990,2009
337000.0,3.0,1.75,1310,12750,1.0,0,0,3,1310,0,1993,0
735000.0,4.0,2.5,2820,6180,2.0,0,0,3,2050,770,2013,1923
395000.0,4.0,1.0,1980,10350,1.0,0,0,4,1430,550,1968,0
494815.0,3.0,2.5,1910,2091,2.0,0,0,3,1910,0,2014,0
480000.0,5.0,2.5,2160,7737,2.0,0,0,3,2160,0,1998,2006
313000.0,3.0,1.5,1340,7912,1.5,0,0,3,1340,0,1955,2005
224000.0,3.0,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0
404950.0,4.0,2.25,2340,217014,1.0,0,0,4,2340,0,1982,2011
427500.0,4.0,2.5,2460,5091,2.0,0,0,3,2460,0,2003,0
650000.0,3.0,1.5,1320,8114,1.0,0,0,3,1320,0,1951,1994
240000.0,3.0,2.25,1481,2820,2.0,0,0,3,1481,0,2012,1912
223000.0,3.0,1.75,1340,7473,1.0,0,0,4,1340,0,1973,0
239000.0,3.0,1.75,1340,16480,1.0,0,0,4,1340,0,1968,0
770000.0,3.0,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014
458400.0,4.0,2.5,1910,10300,1.0,0,0,3,1910,0,1921,1968
368000.0,3.0,1.75,1710,10800,1.0,0,0,4,1710,0,1958,1972
868500.0,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,2008,0
0.0,5.0,2.75,2740,5616,1.5,0,0,5,1670,1070,1925,0
197500.0,3.0,1.0,980,3090,1.5,0,0,3,980,0,1903,2005
210000.0,4.0,1.5,1130,7840,1.0,0,0,4,1130,0,1970,0
528000.0,2.0,0.75,840,40642,1.0,1,4,4,840,0,1937,0
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,1963,2008
1300000.0,4.0,3.25,2330,9687,2.0,0,3,3,2330,0,1918,0
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0
530000.0,4.0,2.5,2050,6360,2.0,0,0,3,2050,0,1988,2000
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0
289950.0,3.0,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0
299950.0,4.0,1.75,1560,31299,1.0,0,0,4,1560,0,1965,0
531000.0,3.0,2.5,2120,9736,2.0,0,0,3,2120,0,1988,2000
762000.0,4.0,3.5,4000,15253,2.0,0,0,3,4000,0,2007,0
165000.0,3.0,1.0,1150,19200,1.0,0,0,4,1150,0,1908,0
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0
419000.0,2.0,1.75,1510,4980,1.0,0,0,3,1510,0,2006,0
682000.0,3.0,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0
320000.0,3.0,1.75,1370,9900,1.0,0,0,4,1370,0,1983,0
765000.0,5.0,3.75,3580,14275,2.0,0,0,3,3190,390,1999,0
415000.0,4.0,2.5,2020,5501,2.0,0,0,3,2020,0,2010,0
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,2001
226550.0,3.0,1.0,990,4440,1.0,0,0,3,990,0,1943,2002
1058000.0,4.0,2.0,2290,11137,1.0,0,0,4,2290,0,1955,2009
837219.0,5.0,2.75,3030,7679,2.0,0,0,3,3030,0,2014,0
341000.0,3.0,1.0,1390,4814,1.5,0,0,3,1390,0,1908,1988
460000.0,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994
335000.0,4.0,2.5,2610,4781,2.0,0,0,3,2610,0,2009,0
480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0
414000.0,3.0,2.5,2490,4540,2.5,0,0,3,2490,0,2012,1912
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0
732000.0,3.0,2.0,1940,55756,1.0,0,0,5,1940,0,1954,0
937000.0,3.0,1.75,2450,2691,2.0,0,0,3,1750,700,1915,0
505000.0,4.0,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0
250000.0,2.0,1.5,1088,1360,2.0,0,0,3,1088,0,1983,2009
255950.0,3.0,2.5,1720,3676,2.0,0,0,3,1720,0,1992,0
695000.0,4.0,3.0,3150,9130,2.0,0,0,3,3150,0,2001,0
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014
311100.0,4.0,2.25,2130,8078,1.0,0,0,4,1380,750,1977,0
191000.0,2.0,1.0,900,3400,1.0,0,0,5,900,0,1905,0
850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0
250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0
316850.0,4.0,3.0,4060,35621,1.0,0,0,3,2030,2030,1989,0
0.0,4.0,1.0,1360,13372,1.0,0,0,3,1360,0,1955,2005
565000.0,3.0,2.75,2390,9966,1.0,0,0,5,1360,1030,1977,0
760500.0,3.0,2.0,1990,3990,1.0,0,0,5,1130,860,1912,0
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998
440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0
499950.0,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003
720000.0,4.0,2.5,2650,11520,2.0,0,0,3,2110,540,1988,2000
950000.0,3.0,2.5,3480,7800,1.0,0,0,4,1750,1730,1941,1998
1175000.0,3.0,2.5,1970,23180,1.0,1,4,3,1100,870,1937,1998
874150.0,4.0,3.5,3530,14406,2.0,0,1,3,2570,960,1987,2000
795000.0,4.0,2.5,2890,7798,2.0,0,0,3,2890,0,2005,0
400000.0,4.0,1.5,1390,7200,1.0,0,0,3,1140,250,1965,1993
285000.0,3.0,1.75,2880,18296,1.0,0,0,3,1580,1300,1958,2004
1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995
812650.0,4.0,2.5,3700,21755,1.0,0,4,3,2620,1080,1988,2000
443500.0,4.0,2.5,2040,21781,2.0,0,0,3,2040,0,1994,0
390000.0,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,1947,0
672500.0,4.0,2.75,2620,6707,2.0,0,0,3,2620,0,2000,0
1222500.0,4.0,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,0
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005
494000.0,4.0,2.5,1830,7345,1.0,0,0,4,1540,290,1973,0
680000.0,3.0,2.0,1780,5720,1.0,0,0,5,980,800,1925,0
381000.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1950,0
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0
254000.0,4.0,2.0,1510,4235,1.0,0,0,3,1510,0,1955,2005
150000.0,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963
810000.0,4.0,2.5,2810,10613,2.0,0,0,3,2810,0,1989,0
589000.0,3.0,1.0,1110,6000,1.5,0,0,5,1110,0,1932,2002
379000.0,3.0,2.5,1740,30886,2.0,0,0,3,1740,0,1992,0
400000.0,3.0,1.0,1430,10005,1.5,0,0,4,1430,0,1950,1983
810000.0,4.0,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972
310000.0,3.0,1.75,1420,7650,1.0,0,0,4,1100,320,1984,0
633634.0,4.0,3.5,2960,6000,2.0,0,0,3,2960,0,2014,0
343500.0,4.0,1.75,1760,6204,1.0,0,2,4,1180,580,1950,1983
930000.0,2.0,2.5,2680,11214,1.0,0,0,3,2680,0,2006,0
602500.0,4.0,2.5,2760,6850,2.0,0,0,3,2760,0,1999,0
515000.0,5.0,3.25,2740,9629,1.0,0,0,5,1390,1350,1977,0
555000.0,5.0,3.0,3640,6930,2.0,0,0,3,3640,0,2004,2003
1970000.0,8.0,3.5,4440,6480,2.0,0,3,5,3140,1300,1959,0
825500.0,3.0,2.5,2780,11964,2.0,0,0,3,2780,0,2009,0
560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1860,0,1985,0
350000.0,4.0,2.5,2800,9538,2.0,0,0,3,2800,0,1993,0
376000.0,4.0,2.75,2420,5773,2.0,0,0,3,2420,0,2005,0
618250.0,4.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931,0
345000.0,2.0,1.5,1800,26615,1.0,0,0,5,1240,560,1987,0
320000.0,4.0,2.25,2310,7490,2.0,0,0,3,2310,0,1980,0
500000.0,3.0,2.0,1720,5525,1.0,0,2,5,960,760,1941,0
448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001
280000.0,1.0,0.75,420,6720,1.0,0,0,3,420,0,1922,2008
1750000.0,6.0,3.0,3510,5760,2.5,0,0,4,3510,0,1906,1990
577437.5,4.0,2.5,2110,3750,2.0,0,0,3,2110,0,2000,0
453500.0,4.0,1.75,2000,6032,1.0,0,2,3,1300,700,1959,1989
569000.0,4.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956
402101.0,2.0,0.75,1020,1350,2.0,0,0,3,1020,0,2009,0
160797.0,3.0,1.5,1270,2356,2.0,0,0,3,1270,0,2012,1912
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0
1425000.0,4.0,4.25,4960,6000,2.5,0,0,3,3680,1280,1909,2003
632500.0,4.0,2.5,2090,10306,2.0,0,0,3,2090,0,1986,0
690000.0,4.0,2.5,2700,8810,2.0,0,0,3,2700,0,2004,2003
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005
562000.0,3.0,1.5,1830,8000,1.0,0,0,4,1830,0,1957,2001
315000.0,3.0,1.0,960,6634,1.0,0,0,3,960,0,1952,2008
381000.0,3.0,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005
1054690.0,4.0,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0
734990.0,4.0,2.5,2650,6884,2.0,0,0,3,2650,0,2012,1912
465500.0,3.0,1.75,1890,7004,1.0,0,0,3,1290,600,1965,1993
379000.0,4.0,1.5,2020,7560,1.0,0,0,4,2020,0,1960,2001
263000.0,3.0,1.75,1580,9187,1.0,0,0,3,1180,400,1993,0
534333.333333,3.0,2.5,1460,7573,2.0,0,0,3,1460,0,1983,2009
279000.0,3.0,2.5,1630,7950,1.0,0,0,3,1320,310,1985,0
415000.0,3.0,1.75,1070,8000,1.0,0,0,3,1070,0,1977,2004
345600.0,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912
252000.0,3.0,2.25,1670,7881,1.0,0,0,4,1190,480,1977,0
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0
390000.0,4.0,2.0,1900,76877,1.0,0,0,3,1900,0,2004,2003
215000.0,3.0,1.0,960,9563,1.0,0,0,5,960,0,1967,0
437000.0,2.0,1.75,1440,4225,1.0,0,0,3,1440,0,2005,0
461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003
255000.0,4.0,2.5,2070,7800,2.0,0,0,3,2070,0,1989,0
610000.0,3.0,3.0,2480,45302,1.0,0,0,4,1620,860,1976,1992
455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,2011
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0
799000.0,4.0,3.0,2580,209523,2.0,0,0,3,2580,0,1984,0
252980.0,4.0,2.5,2530,8169,2.0,0,0,3,2530,0,1993,0
900000.0,4.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0
285000.0,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014
300000.0,4.0,1.0,1370,8499,1.0,0,0,3,1370,0,1949,1998
569950.0,5.0,4.5,4850,40902,2.0,0,0,3,4850,0,2001,0
274950.0,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,1958,2004
429900.0,4.0,2.5,2640,8625,2.0,0,0,3,2640,0,1987,2000
462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954
862500.0,4.0,2.75,3280,24440,2.0,0,0,3,3280,0,1996,0
599000.0,5.0,2.75,2730,22572,1.0,0,0,3,2080,650,1968,1992
543200.0,6.0,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0
309620.0,3.0,2.5,1860,3730,2.0,0,0,3,1860,0,2012,1912
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,1985,0
215000.0,3.0,1.75,1770,29004,1.0,0,0,3,1770,0,1959,1989
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0
246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1390,0,1975,0
298000.0,3.0,2.5,1950,3600,2.0,0,0,3,1950,0,2010,0
600000.0,3.0,2.0,2540,237402,1.0,0,0,3,2540,0,2007,0
225000.0,3.0,1.0,1660,7210,1.0,0,0,3,1100,560,1963,2008
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,1988,2000
485000.0,4.0,1.75,1430,4096,2.0,0,0,3,1430,0,1900,2005
349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0
320000.0,3.0,2.0,1880,10758,1.0,0,0,5,940,940,1952,1998
349950.0,3.0,2.5,1700,7496,2.0,0,0,3,1700,0,1994,0
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0
330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0
495000.0,5.0,3.0,2440,4750,1.0,0,0,3,1450,990,2006,0
326983.333333,3.0,2.25,1490,4522,2.0,0,0,3,1490,0,2009,0
366000.0,3.0,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0
394950.0,3.0,2.5,1350,1250,3.0,0,0,3,1270,80,2006,0
476000.0,4.0,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013
415000.0,4.0,1.75,1920,7700,2.0,0,0,4,1920,0,1970,0
680000.0,3.0,2.25,2270,23900,1.0,0,0,3,1820,450,1975,0
353500.0,4.0,2.25,1760,9602,2.0,0,0,3,1760,0,1987,2000
464000.0,3.0,1.0,1320,3625,2.0,0,0,3,1320,0,1900,2005
427000.0,3.0,2.5,2432,9391,2.0,0,2,3,2432,0,2005,0
450000.0,3.0,1.75,1400,13775,1.0,0,0,3,1400,0,1963,2008
